isolate_code,study,genus,species,name,group,temperature,r
82,Chin (1965),Helicotheca,tamesis,nd,diatoms,10,0.027757151
82,Chin (1965),Helicotheca,tamesis,nd,diatoms,30,0.365540054
83,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,22.3,1.005063412
83,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,29,1.275390812
83,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,27,1.296185228
83,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,17.3,0.644626878
83,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,30,1.115966961
84,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,29,0.970406053
84,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,17.3,0.554517744
84,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,30,1.046652243
84,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,27,1.233801981
84,Bollmann et al. (2010),Gephyrocapsa,oceanica,nd,coccolithophores,22.3,1.102104017
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,11.5,0.087
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,13,0.09
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,30,0.111
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,15,0.142
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,20,0.159
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,18,0.162
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,17,0.167
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,21,0.178
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,23,0.181
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,26,0.181
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,27.5,0.189
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,25,0.197
85,Band-Schmidt (2004),Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,29,0.212
86,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,27,0.028
86,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,23,0.226
86,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,21,0.199
86,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,25,0.217
86,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,17,0.174
86,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,19,0.199
86,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,13,0.003
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.268247959
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,0.294587552
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,0.329244911
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.429751252
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.455397698
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.519860385
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.528871299
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.539961654
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.574619013
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,30,0.639774848
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.762461899
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.838014941
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.860195651
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,30,0.878217478
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.879603772
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,30,0.89485301
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,0.905943365
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.918420014
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.02031265
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.031403005
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.043879654
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.097251987
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.142306554
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.143692848
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.271231929
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.291333197
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.29549208
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.324604262
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.429962633
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.501356793
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.570671511
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.630975316
87,Krawiec (1982),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.646224554
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,14.5,0.206
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,17.5,0.346
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,32,0.417
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,19,0.458
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,22,0.601
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,30.5,0.648
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,23.5,0.69
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,26,0.77
89,Moore et al. (1995),Synechococcus,nd,Synechococcus,cyanobacteria,28,0.8
90,Hulburt (1982),Amphiprora,nd,Amphiprora,diatoms,14,0.138629436
90,Hulburt (1982),Amphiprora,nd,Amphiprora,diatoms,17,0.34657359
90,Hulburt (1982),Amphiprora,nd,Amphiprora,diatoms,21,0.415888308
90,Hulburt (1982),Amphiprora,nd,Amphiprora,diatoms,31,0.693147181
90,Hulburt (1982),Amphiprora,nd,Amphiprora,diatoms,28,0.901091335
91,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,34,0.311916231
91,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,14,0.554517744
91,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,17,0.554517744
91,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,31,1.039720771
91,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,21,1.386294361
91,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,28,1.386294361
93,Hulburt (1982),Leptocylindrus,danicus,Leptocylindrus danicus,diatoms,17,0.34657359
93,Hulburt (1982),Leptocylindrus,danicus,Leptocylindrus danicus,diatoms,21,0.901091335
93,Hulburt (1982),Leptocylindrus,danicus,Leptocylindrus danicus,diatoms,31,0.901091335
93,Hulburt (1982),Leptocylindrus,danicus,Leptocylindrus danicus,diatoms,28,1.524923797
94,Moore et al. (1995),Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,14.5,0.155
94,Moore et al. (1995),Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,17.5,0.31
94,Moore et al. (1995),Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,19,0.477
94,Moore et al. (1995),Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,26,0.489
94,Moore et al. (1995),Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,22,0.55
94,Moore et al. (1995),Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,23.5,0.599
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,30,0.112
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,27,0.232
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,21,0.283
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,17,0.18
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,13,0.06
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,25,0.312
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,19,0.218
97,McKay et al. (2006),Karenia,brevis,nd,dinoflagellates,23,0.26
106,Conte et al. (1998),Emiliania,huxleyi,nd,coccolithophores,15,0.498372823
106,Conte et al. (1998),Emiliania,huxleyi,nd,coccolithophores,18,0.653637791
106,Conte et al. (1998),Emiliania,huxleyi,nd,coccolithophores,21,0.870592859
106,Conte et al. (1998),Emiliania,huxleyi,nd,coccolithophores,12,0.355584504
106,Conte et al. (1998),Emiliania,huxleyi,nd,coccolithophores,27,0.838708088
106,Conte et al. (1998),Emiliania,huxleyi,nd,coccolithophores,24,1.014074325
106,Conte et al. (1998),Emiliania,huxleyi,nd,coccolithophores,9,0.171207354
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,7,0.269634253
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,24,0.875444889
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,18,0.882376361
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,27,0.451931962
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,7,0.215568773
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,24,0.354198209
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,27,0.239135777
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,12,0.2703274
107,Watabe & Wilbur (1966),Emiliania,huxleyi,nd,coccolithophores,18,0.371526889
109,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,14,0.623832463
109,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,17,0.623832463
109,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,24,0.623832463
109,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,20,0.831776617
109,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,33,0.970406053
109,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,27,1.039720771
109,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,30,2.218070978
110,Hulburt (1982),nd,nd,nd,diatoms,31,0.991200468
110,Hulburt (1982),nd,nd,nd,diatoms,16,0.658489822
110,Hulburt (1982),nd,nd,nd,diatoms,19,1.15062432
110,Hulburt (1982),nd,nd,nd,diatoms,27,1.871497388
110,Hulburt (1982),nd,nd,nd,diatoms,24,1.34470553
110,Hulburt (1982),nd,nd,nd,diatoms,22,1.434814664
110,Hulburt (1982),nd,nd,nd,diatoms,34,1.42095172
110,Hulburt (1982),nd,nd,nd,diatoms,13,0.457477139
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,15,0.069314718
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,15,0.138629436
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,15,0.159423852
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,15,0.164275882
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,15,0.202398977
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,27,0.21140989
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,27,0.213489332
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,24,0.230818011
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,24,0.241215219
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,20,0.246760396
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,20,0.250226132
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,24,0.254385015
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,24,0.259237046
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,20,0.261316487
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,27,0.264089076
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,27,0.269634253
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,20,0.279338314
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,24,0.290428669
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,27,0.295280699
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,20,0.303598465
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,18,0.48
116,Thomas et al. (1973),Akashiwo,sanguinea,Akashiwo sanguinea,dinoflagellates,25,0.83
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.329
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.238
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.508
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.096
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.425
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.275
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.233
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.458
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.407
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.105
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.398
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.307
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.101
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.092
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.078
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.476
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.096
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.316
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.27
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.078
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.558
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.092
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.526
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.49
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.398
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.458
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.494
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.572
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.265
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.448
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.389
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.361
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.535
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.517
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.503
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.544
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.27
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.384
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.526
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.343
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.416
117,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.092
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.29
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.205
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.111
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.06
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.47
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.576
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.512
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.277
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.529
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.09
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.474
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.529
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.452
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.427
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.499
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.516
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.32
118,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.504
